,id,shortcode,height,width,gating_info,fact_check_overall_rating,fact_check_information,sensitivity_friction_info,media_overlay_info,media_preview,display_url,accessibility_caption,is_video,tracking_token,tagged_users,caption,caption_is_edited,has_ranked_comments,comments,comments_disabled,commenting_disabled_for_viewer,timestamp,likes,location,viewer_has_liked,viewer_has_saved,viewer_has_saved_to_collection,viewer_in_photo_of_you,viewer_can_reshare,video_url,has_audio,video_view_count,username,full_name,upload_date,hashtags
0,2688639824716781481,CVP96zxNlep,750,750,,,,,,ACoqS5uzJIogkIAzuKjI57+/+NNmQOF/eswBzllOfoDxn8emKyLVisq44JOPzrVuGBiO8beeuc8/THSkUrW1NXTxjaM5+VufxFN1DVfsziKMBnxk56D8uSe/0qDSrhWcQrztQnd+IyMVDqVvF9p3cF2UMQ5IX+6MYwT05z060El/TtRN4SrYR1P3R3GOcZPr+XHXNa1YGjWiKzzKc4JjHpxgsQe4z09uuc1v0wOHis3R1YlSFIJ69Aee1at2Y54iiYDEgjPsf8KhdSxAxwOSPWpoZFzyhPOOg71PMzXkQ3RrVopyzEH5COM+o9q2riyiuSGfIYDGQSDg9uO1U7D/AFpPsf5irFxcFThecEAgHB56nJ9PSnfqyLaluKJIVCRgKo6AVJVWCbcdpIJxn/PrVqhO5JzKyhs7V6ck5/pipIXG4n05xj0qja8zY9Q2fyq1nCn/AHTUtGybszQsWzIec/Ln9RV+SIscjv1FUNPOWOfT/Ctana5m9yGOPZyetTUUU0rEn//Z,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/246440150_866012577394007_103615718464353999_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=yKJ73N-k220AX-oLRAj&edm=AABBvjUBAAAA&ccb=7-4&oh=9f34580cba60836baaf37d0c8633a276&oe=6176C010&_nc_sid=83d603,"Photo shared by Dansk Politik on October 20, 2021 tagging @christian.rabjerg. May be an image of 3 people, beard, eyeglasses and text that says 'Haha, yes mand! Ytringsfrihed <3 DKPOLMEMES ESTB, 2019 INDENIIANEER Jeg fordommer det! Det er for galt!'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZTQ2OTc5ODI5YmFhNGQ0OGI1MWU3YTk4OWY3NGQwOWMyNjg4NjM5ODI0NzE2NzgxNDgxIiwic2VydmVyX3Rva2VuIjoiMTYzNDczNTk1NzMzNnwyNjg4NjM5ODI0NzE2NzgxNDgxfDMzNDU3NDM1NDA1fDZmMGMxYjhmZjFlZTY3NzdlYTJkZDBjOTAyM2I5MTYyZGEyYmE3ZTU4OTA0NGE0NzMzYjM1ZDVjYjE3MTBkODEifSwic2lnbmF0dXJlIjoiIn0=,['christian.rabjerg'],"Socialdemokratiet om Muhammed-tegninger, der krænker 1,5 milliarder muslimer: »Jeg tror, at der skal kigges på flere lovstramninger. Der skal slås hårdere ned på folk, der krænker ytringsfriheden.«

Socialdemokratiet om Dkpolmemes, der driller 49 ømskindede socialdemokrater: »Jeg synes profilen er langt over grænsen, og jeg kan slet ikke forstå, at et parti på Christiansborg vil associeres med den!«",True,True,28,False,True,1634730865,2387,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-10-20 13:54:25,[]
1,2686365487959783114,CVH4y2mtjbK,1080,1080,,,,,,ACoqrlHAIdQSceXjrz0P/wBerlvYrnO87++D396iaQ/aPZcrj2H+FXkBbkgMCQBjuByPfP8AWpNUrIh0s5uH68KRn/gQrfrNt0aNyQMnbwOmTkcUrxszbzGcnr+8x06dOOg5qjI0aKzkWSNtyxnJ7eZkfl0/ya0KAMYxoZfMGeRyMc59f8aItrS+ajDavG1fb27HH+NROrPtC8ZPOPTvSxQtA+3ghgec9hgenv0qbF30Llpfx3UhEYYELk5GO49zWlWTp9nHBIWTOSuOTnuKvyTlG27HbjOVGR9Oo5qiCeioFn3NtKOM9yOPxOanoAxYTg/NxgZyeP0/x/KmuqyNnJyvQg/pTP8Alp/wFv5iqMLEg5JOGbHtzQldCbszftvvH6f1qV7ZWJOWG70Y+3QdO1UNNYlzkk8f1rYoGVfsicYLADHAY449qtUUUAf/2Q==,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/246008679_923439458242712_6839964108889950203_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=25NFOq9Sx84AX8vT4m4&edm=AABBvjUBAAAA&ccb=7-4&oh=a8e45539116f95a054936aeb72f6265f&oe=61765F57&_nc_sid=83d603,"Photo by Dansk Politik on October 17, 2021. May be an image of 2 people and text that says 'Soren Pape som statsminister Soren Pape som gift mand'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZTkwNjQwM2VmZTUyNDk0MDk2OTAzYmZiOWY5NzQ0ODMyNjg2MzY1NDg3OTU5NzgzMTE0Iiwic2VydmVyX3Rva2VuIjoiMTYzNDczNTk2OTQ3MnwyNjg2MzY1NDg3OTU5NzgzMTE0fDMzNDU3NDM1NDA1fDg0OWE0YzhkOTQ0M2I5NDY4N2ViZmI4MTViNTM4NmFkYTVlNGQ5NGM2ZDg4MDU5MTcwYjEyYTRhODdjMGIwMjUifSwic2lnbmF0dXJlIjoiIn0=,[],"Kristendemokraterne vil gerne have Søren Pape som statsminister 🥰
Han skal bare FUCKING ikke have lov til at blive gift med sin mand i kirken eller få børn med statens hjælp, som alle andre par! 🤬",False,True,13,False,True,1634459743,2858,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-10-17 10:35:43,[]
2,2683121765683963420,CU8XQe0tiYc,1036,1080,,,,,,,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/245128060_585499245895732_261699429965391406_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=E-BP53xzWpIAX_PQK_9&edm=AABBvjUBAAAA&ccb=7-4&oh=79e4c7f610a35e65a9a360809f0817ed&oe=6176915C&_nc_sid=83d603,"Photo by Dansk Politik on October 12, 2021. May be an image of text that says '27-0! 0! Vi skal til VM!'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNGQ5NjFmNTE3NjZlNDQzODk0NmJiZTRkNTdhNWNhOWIyNjgzMTIxNzY1NjgzOTYzNDIwIiwic2VydmVyX3Rva2VuIjoiMTYzNDczNTk4MTAzNHwyNjgzMTIxNzY1NjgzOTYzNDIwfDMzNDU3NDM1NDA1fDg3MjYxODJiN2VlOTNlMTFkZTc2NWNjNTJmZjJjMjg1MTA4Mzk5ZWZjZTMwODQ1NWI4MWEzYmVlMjQ3NTMxNzkifSwic2lnbmF0dXJlIjoiIn0=,[],"Vi skal til VM! 🇩🇰

Lad os håbe, at de danske politikere er lige så vilde efter at komme til Qatar, som de er efter at komme i Parken og score billige likes.

6500 arbejdere er døde for at VM kan blive afholdt i diktatur-staten Qatar. Det er IKKE spillernes ansvar at ændre verden - det er de politikere, der klæber sig til landsholdet, der bør vise, at de ikke kun er der for popularitet og gode selfies.",True,True,21,False,True,1634073061,3586,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-10-12 23:11:01,[]
3,2683056083210484517,CU8IUrQNjsl,733,750,,,,,,ACopXymR2ABIB9PT3xTZJWRBFgDPJJ9MnAH5ZqKC+cnAO4+h6HA9eo/rUc86zsCBggAEH271N9LFpa3JsccjOfSl2DsD+lWLVEwQcA54HtV0Iqj1pc1lrcG0t/yM6MMAQBjI70u160hjGMUcUvapdzJtPucnlUJVTkZ4PrU9qnmPj1z/AI1062zrKZCRs549Qegx0G39fxpQx6jH/jn50+XzN+dbWOdkOyQqfX+dJHdMucNnGePeul8wZ6A9v4fz/HrSmRR/CO/93tTUbdROV+ljIivd45we/v8ASpPtUX+1+f8A9atVXUnGB+lWNi+g/Ki3p9xnp2A8g1U2Nx6ZwfmPT29/rVyoT0P1qgGNGCDg4OOOfyPWohEw4OSe/wC8br9KmFOb7xoAgQbCM8fVyf5/yq6DnkVUk7f59Ksp90fQUD6XP//Z,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/245155278_1062121824523930_3507495569169080112_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Kb4vid7L5GcAX-A6HR-&edm=AABBvjUBAAAA&ccb=7-4&oh=1fd3da4a4961debb3d03b85cd13dcb02&oe=61775118&_nc_sid=83d603,"Photo by Dansk Politik on October 12, 2021. May be an image of 1 person and text that says 'Ida Auken Folg Den mäde de kigger pả dig pả Mette Som om de taenker: ""nu tror jeg pả, at jeg ogsả kan blive Premierminister en dag"". landsholdsspiller 1 dag Synes godt om Svai, tusind'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYWQwNDQyOWI5MTBkNDIyZGI5MzJkNTIwNDZlNDgwMWUyNjgzMDU2MDgzMjEwNDg0NTE3Iiwic2VydmVyX3Rva2VuIjoiMTYzNDczNTk5MjkyMXwyNjgzMDU2MDgzMjEwNDg0NTE3fDMzNDU3NDM1NDA1fDdlZWE4ZTU0MTk3ZjFmYTIyYjU0MmEyYzM0YmExMjhkNjY3OTlmMzI2ZDQ0ZjA2OTAwZGJjY2FlZjM4NTM1MTEifSwic2lnbmF0dXJlIjoiIn0=,[],Mette er til fodboldkamp. Du tager den bare @idaauken.,False,True,19,False,True,1634065231,2697,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-10-12 21:00:31,[]
4,2682968972621718418,CU70hDMgyOS,792,750,,,,,,ACgq3Hdj90gD/eHP5g03c+PvD81/+JrjFkTA+UcDB9z601mRjnBH0rpVFtXd18l/mJu22p2xZ+zAfiv5dP8AOaUmQ9CPzH/xNcdaRLJKAfujnHr6CttmjYYXGR7YrGolTfKtX1LiuZXNhGZfv4x65H+Aorm3lHKsAwIxz/Ois1Jfav8ALX9UHKYgPFLkUAVcjS2z87Nj2A6/rXrapL07MxY6wZVYscZwMZOMZ61pkoDuVQSe+eKpxm0iOQzk+hHFWyyN93I9OB/jXnV0+bmfX5bG9OSatZ6FeVA+WbgAc84oqvcxlgPQcmiucu/kUB0qzBbGbknAFVh0rStv9X+devVk4U0476L8DnSu9SeC0jDZHOO5/wA4qUxlWP1/nzUsB4/EfzqZ+teXKTlrJ3N4orNHhRnqxz+Hb86KapJRv98D+dFIGf/Z,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/245326482_581549426598523_2507378143209169998_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=su8uon73d7YAX_OVVrF&edm=AABBvjUBAAAA&ccb=7-4&oh=cfbfed776a2ca2bafe4a26958b653a81&oe=617219E0&_nc_sid=83d603,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNWJmZDExZGI4MTA2NDFlMjgzMzViYTU4YzExMDYwOTcyNjgyOTY4OTcyNjIxNzE4NDE4Iiwic2VydmVyX3Rva2VuIjoiMTYzNDczNjAwNDU2N3wyNjgyOTY4OTcyNjIxNzE4NDE4fDMzNDU3NDM1NDA1fDk0NzU5MzQ3MzgwZDZhNzAzZjc2MWY3ZDIzNmYyMzBjZDlkNmNiOWY5ZWJmZWE5Yjk2MzAxNzMzNWQ4ZmEzNDYifSwic2lnbmF0dXJlIjoiIn0=,[],"“Skat.. hvor mange gange skal jeg sige det? Julemanden er en hvid, cis-kønnet og magtfuld mand. Herhjemme tror vi på Greta Thunberg 😘”",False,False,11,False,True,1634054916,1098,,False,False,False,False,True,https://scontent-cph2-1.cdninstagram.com/v/t50.2886-16/244716141_107233181696636_3956764284141146930_n.mp4?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Oen1Kk4n7zQAX-rbcmr&edm=AABBvjUBAAAA&ccb=7-4&oe=6172B471&oh=6513e92427415d0d1e485fcc02481e31&_nc_sid=83d603,True,41810.0,dkpolmemes,Dansk Politik,2021-10-12 18:08:36,[]
5,2682795541652801524,CU7NFTBN4f0,520,640,,,,,,,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/245191972_416133909907934_6126661282104610783_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=cieaXDKOjB4AX-K30WB&tn=kJ_cWHKGo0FuZzw3&edm=AABBvjUBAAAA&ccb=7-4&oh=576cae3e98b914aaae78b966de32d1b0&oe=6176F3F9&_nc_sid=83d603,"Photo by Dansk Politik on October 12, 2021. May be an image of 3 people and text that says 'Mette Frederiksen 20h. 20 Ida Auken Follow Den måde de kigger pả dig pă Mette Som om de taenker: ""nu tror jeg pả, at jeg ogsả kan blive Premierminister en dag"".'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNGU2NDJhNGMwMjk3NDc0ZGJjNjRmMTg3ZjhjODUwMmIyNjgyNzk1NTQxNjUyODAxNTI0Iiwic2VydmVyX3Rva2VuIjoiMTYzNDczNjAxNjE4NnwyNjgyNzk1NTQxNjUyODAxNTI0fDMzNDU3NDM1NDA1fDI3YjE4MTY5YzYzOWExYzBiNWFjYjUwOGQ1OTFkYzE2MGFmODM0MjRmZTlkODg2YmMyMDkwYTgyMzI4YzFiYWEifSwic2lnbmF0dXJlIjoiIn0=,[],"Jagten på Mettes anerkendelse fortsætter. Den nyudklækkede socialdemokrat, @idaauken, tager kampen op med Astrid og Pia. Hvem tror du vinder? 

Ps. Indien havde deres første kvindelige premierminister i 1966 - 45 år før Danmark fik Helle Thorning.",False,True,37,False,True,1634034172,3860,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-10-12 12:22:52,[]
6,2680642052902321188,CUzjb6VN3wk,874,1080,,,,,,,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/245019079_164674132526783_5734262516727253994_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Q7Ma9eQww3YAX-MalVg&edm=AABBvjUBAAAA&ccb=7-4&oh=a6ba43263f598d4544a67c2e3f6efede&oe=61765553&_nc_sid=83d603,"Photo by Dansk Politik on October 09, 2021. May be an image of 1 person, indoor and text that says 'Karolines Kokken' Revet Pizzatopping PIA OLSEN DYHR Partiformand,SF'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMjAxNTNjNzdlMDZlNDU2ZTkwYTRhMDVmNTc5MzUzYjkyNjgwNjQyMDUyOTAyMzIxMTg4Iiwic2VydmVyX3Rva2VuIjoiMTYzNDczNjAyNzk2M3wyNjgwNjQyMDUyOTAyMzIxMTg4fDMzNDU3NDM1NDA1fDU3M2Q5OTVkMGFkMTBlZGU5ZGVjYzc5MmIzZjY0MjM1NzZmMmMxYmQ2ZTA3Nzg3ZTA2ZWU4OTExZDM5YTU0ZjYifSwic2lnbmF0dXJlIjoiIn0=,[],Fødevarergigaterne har gjort deres indtog i Folketinget.,False,True,21,False,True,1633777456,3375,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-10-09 13:04:16,[]
7,2674374545908405481,CUdSXrlN5Tp,1037,1080,,,,,,ACoo6LzBVaWVQ2eCffoB+JHPfNV9QLKyndhfQHBJ98dhVlpWXGMcge9LyHbqVnKyqeAGHTHAIyBzgn6imRnqOw71JK7ScE49hVaZQEx1B6/40mNGhbsMnBB4qbzcdqp6fGqL6kjj1x6VbxTWwnuYMxLSMrHndx34yeKsWzD5iO2OD7/iOlVZZA05IAJByeenGfr/AEqeyZVZth+YdemRn17fhR1sPoaPn4OAFwPb/wCvWdqLgJ5nVmBGPQ8DPfjmrxkx/CueucH/ABrHv7kK+HHmFgOCBwM9v50ySUkKFUckY/Qdf0roEbcoJ7gGuUt5klfZwAc8nPA69/SukSaFVA8wcADrVMRyl+hFwCON+Dnpz0qrbgiTHoefwNFFTe2vr+RS3JfPlQ9WHPqarzOztuckkjvRRWjd0iRYGIcY9f8A61a2PaiismUj/9k=,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/243806214_255151703051179_5696462401401373233_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=PJCu9HwbLpYAX8YQAGX&edm=AABBvjUBAAAA&ccb=7-4&oh=8cefe0aead08b7863f0afcd589c3498b&oe=6177EFD3&_nc_sid=83d603,"Photo by Dansk Politik on September 30, 2021. May be an image of 2 people, people standing and text that says 'I har vel en luksus-afdeling luksus- for statsministre? Altsá... Du kommer til at sidde pả gang med Inger, Khader og Messerschmidt Er det okay?'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMTQyYTliNTk0MDdkNDY4MTlhNTMzMDNkOGQ3MTQ5ODAyNjc0Mzc0NTQ1OTA4NDA1NDgxIiwic2VydmVyX3Rva2VuIjoiMTYzNDczNjA0MDU1MnwyNjc0Mzc0NTQ1OTA4NDA1NDgxfDMzNDU3NDM1NDA1fDUyNDY4MWNiM2JkYjc2ZDdkYTg4ZjliZjhlZWJlOGJkOWFmZjA3ZjYxMzliN2NiMzNiZDdiNjJhNDhlYTUxODcifSwic2lnbmF0dXJlIjoiIn0=,[],"Gud nåde og trøste den borger, der parkerer forkert, men tak og amen til de politikere, der bryder loven som hobby.",False,True,21,False,True,1633030311,2707,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-09-30 21:31:51,[]
8,2673591191903287616,CUagQYUAjlA,750,750,,,,,,ACoq6N5FTljj603zkzjcPzprxuxPzDHYFQcU0wMRywP/AAEdPT/PpQBL5yYzuGB7jvR5yf3h+YqIwt2IwT/dHAo8l853D/vkUATLIjHAIJ9jT6rLAy9GAz6KKs0AcWL65z/rG/SnfbLpuN7fhUKDJ4pGOw1C1ZrbsX1edoy3myBvTn+fTtRZS3DS/vJGKqCcZ6ntx7dTVQu4j3no3HX6/wCFIHz8y9RVrzE12Oimdmj3K5Bxnjg1AupPgYXI7Enn8ayPOkyGJ5H1x+WcUgVyMjoaTlfYSj3GtBJGcMrKffjP09arTZU4PalVj6mpRz15qE7M0RBHOwDIPmDDp1xjuPTFKhx0qzgAH3piqB0Aqrifb+txkrsVwTxWgt7bAADgAdwc1l3JPH41UqlsQ3qf/9k=,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/243499107_433378304872893_8019114317532945713_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=26y5WFTdUF8AX8j8oPQ&edm=AABBvjUBAAAA&ccb=7-4&oh=bdd020d642d4f3f76082798189333ed3&oe=6172974F&_nc_sid=83d603,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZDgxOWJlODVmNjNjNDk0ZGFiNWYwNmMwMzhiNTkzN2YyNjczNTkxMTkxOTAzMjg3NjE2Iiwic2VydmVyX3Rva2VuIjoiMTYzNDczNjA1MjAyMnwyNjczNTkxMTkxOTAzMjg3NjE2fDMzNDU3NDM1NDA1fDI4NTNlODQ4YmI5MTljMzFlZjg1ZjE1YTljY2FhZDJkMDczNGZjYjk5NmVmYTNiNGMxNzJlNjA4ZjgzOGM3NGUifSwic2lnbmF0dXJlIjoiIn0=,[],"Dumme Mogens, der lige tog den beslutning! Slemme dreng.",False,True,38,False,True,1632936943,3362,,False,False,False,False,True,https://scontent-cph2-1.cdninstagram.com/v/t50.2886-16/243456832_251247563590606_1407570186326370373_n.mp4?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=DhuxQxcJlgwAX86uP1o&edm=AABBvjUBAAAA&ccb=7-4&oe=61728246&oh=527ec5904d51b4982d200c613bd68e74&_nc_sid=83d603,True,70427.0,dkpolmemes,Dansk Politik,2021-09-29 19:35:43,[]
9,2672903578572987919,CUYD6Sftp4P,700,750,,,,,,ACon1pHcEgFhg9gvfpjJzj+VIXk6bm/JO349T/KpJPLXLlVJ689TUC3MA5IVWHOMcj07dfSldDsOEshHVvqQmMevXt3pRJLnOWIHXhP8envWW+qLuO2JSOeT3z17cZp8epIx+eEAHjIx/LHSmIvvKynlm9Oic5PGBn8q0UzgZ64FZi3dv2C+vT3z/Opvt6eopXHYrXJ5/CqRORgDOQf5VM7mT8Kh8hiN27aB3rnau/I1Tsivp1rI4YOpUEcMfX6dSP0pZIILVtsjs7AfdAx+ZzxWqn7pOpfuSev5elY1xbmaRpAev9BitU9TNorSzF87QFXPAHb8etRbzT2t5F96i2t6VegjfzUjneuwcetFFZGg2LfFwp3L6H+hoGT94AH26UUUCEK1H5YoooA//9k=,https://scontent-cph2-1.cdninstagram.com/v/t51.2885-15/e35/243104161_4265745780204892_7159798421697387493_n.jpg?_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=kK-pWO4h4UAAX9od0nQ&tn=kJ_cWHKGo0FuZzw3&edm=AABBvjUBAAAA&ccb=7-4&oh=45cd286fc7baed47afc73d79d43a4381&oe=617665B1&_nc_sid=83d603,"Photo by Dansk Politik on September 28, 2021. May be an image of 1 person and text that says 'Socialdemokratiske kernevaelgere nảr Mette har lagt et nyt opslag pả Facebook, og de har glemt at skrive ""Du gor det bare sả godt'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYWQwZjc1NzMwZWY4NGMwMjkyMzhjMjIyNjYxZjk2ZGIyNjcyOTAzNTc4NTcyOTg3OTE5Iiwic2VydmVyX3Rva2VuIjoiMTYzNDczNjA2MzcwMnwyNjcyOTAzNTc4NTcyOTg3OTE5fDMzNDU3NDM1NDA1fGU0ZjRkM2UxNjI1MjM1YjBkODE0MDExNTY4YzVhNGUwYWM5Njg3MzA2YWU0ZWI3OGRkMzg3Yzc5MGQ0MDJhMzAifSwic2lnbmF0dXJlIjoiIn0=,[],Husk det nu Hanne.,False,True,22,False,True,1632854958,2766,,False,False,False,False,True,,,,dkpolmemes,Dansk Politik,2021-09-28 20:49:18,[]
